Employee_ID,Attrition_Status,Attrition_Date
E11654,Yes,2023-05-08
E11655,Yes,2023-11-11
E11656,No,
E11657,No,
E11658,No,
E11659,No,
E11660,No,
E11661,No,
E11662,No,
E11663,No,
E11664,No,
E11665,Yes,2024-08-05
E11666,No,
E11667,No,
E11668,No,
E11669,No,
E11670,No,
E11671,No,
E11672,No,
E11673,No,
E11674,Yes,2024-11-07
E11675,No,
E11676,No,
E11677,No,
E11678,No,
E11679,No,
E11680,No,
E11681,No,
E11682,No,
E11683,No,
E11684,No,
E11685,No,
E11686,No,
E11687,No,
E11688,No,
E11689,No,
E11690,No,
E11691,No,
E11692,No,
E11693,No,
E11694,No,
E11695,Yes,2023-11-25
E11696,No,
E11697,No,
E11698,No,
E11699,Yes,2023-09-28
E11700,Yes,2023-07-03
E11701,Yes,2024-03-30
E11702,No,
E11703,No,
E11704,No,
E11705,No,
E11706,No,
E11707,No,
E11708,No,
E11709,Yes,2024-04-18
E11710,No,
E11711,No,
E11712,No,
E11713,No,
E11714,No,
E11715,Yes,2023-01-18
E11716,Yes,2024-03-26
E11717,No,
E11718,No,
E11719,No,
E11720,Yes,2023-01-10
E11721,No,
E11722,No,
E11723,No,
E11724,No,
E11725,No,
E11726,No,
E11727,No,
E11728,Yes,2024-04-22
E11729,No,
E11730,No,
E11731,No,
E11732,Yes,2023-02-07
E11733,Yes,2024-01-03
E11734,No,
E11735,No,
E11736,No,
E11737,No,
E11738,No,
E11739,Yes,2024-05-06
E11740,Yes,2024-10-15
E11741,No,
E11742,Yes,2024-07-23
E11743,No,
E11744,No,
E11745,No,
E11746,Yes,2023-08-12
E11747,No,
E11748,No,
E11749,No,
E11750,No,
E11751,No,
E11752,No,
E11753,No,
E11754,No,
E11755,No,
E11756,No,
E11757,No,
E11758,No,
E11759,No,
E11760,No,
E11761,No,
E11762,No,
E11763,No,
E11764,No,
E11765,No,
E11766,No,
E11767,Yes,2024-02-23
E11768,No,
E11769,No,
E11770,No,
E11771,Yes,2023-03-01
E11772,Yes,2024-08-16
E11773,Yes,2023-03-23
E11774,Yes,2023-10-11
E11775,No,
E11776,Yes,2024-09-16
E11777,No,
E11778,Yes,2024-07-18
E11779,No,
E11780,No,
E11781,No,
E11782,No,
E11783,No,
E11784,Yes,2023-11-18
E11785,No,
E11786,Yes,2023-03-07
E11787,No,
E11788,No,
E11789,No,
E11790,No,
E11791,No,
E11792,No,
E11793,No,
E11794,No,
E11795,Yes,2024-03-27
E11796,No,
E11797,No,
E11798,No,
E11799,No,
E11800,No,
E11801,No,
E11802,No,
E11803,Yes,2023-07-04
E11804,Yes,2023-09-22
E11805,Yes,2025-02-23
E11806,No,
E11807,No,
E11808,No,
E11809,No,
E11810,No,
E11811,No,
E11812,No,
E11813,No,
E11814,No,
E11815,No,
E11816,Yes,2025-03-16
E11817,No,
E11818,No,
E11819,Yes,2023-10-10
E11820,No,
E11821,No,
E11822,Yes,2023-09-23
E11823,No,
E11824,No,
E11825,No,
E11826,No,
E11827,No,
E11828,Yes,2024-05-21
E11829,No,
E11830,No,
E11831,No,
E11832,No,
E11833,No,
E11834,No,
E11835,No,
E11836,Yes,2023-05-11
E11837,Yes,2023-08-21
E11838,No,
E11839,Yes,2024-10-07
E11840,No,
E11841,No,
E11842,No,
E11843,No,
E11844,No,
E11845,No,
E11846,No,
E11847,No,
E11848,No,
E11849,No,
E11850,Yes,2023-06-28
E11851,No,
E11852,No,
E11853,No,
E11854,No,
E11855,Yes,2023-05-31
E11856,No,
E11857,No,
E11858,No,
E11859,No,
E11860,No,
E11861,No,
E11862,No,
E11863,No,
E11864,Yes,2024-09-24
E11865,No,
E11866,No,
E11867,No,
E11868,No,
E11869,No,
E11870,No,
E11871,No,
E11872,No,
E11873,No,
E11874,Yes,2024-11-02
E11875,Yes,2023-02-20
E11876,No,
E11877,No,
E11878,No,
E11879,No,
E11880,Yes,2023-08-27
E11881,No,
E11882,No,
E11883,No,
E11884,No,
E11885,No,
E11886,No,
E11887,No,
E11888,No,
E11889,Yes,2023-04-28
E11890,No,
E11891,No,
E11892,Yes,2024-11-01
E11893,No,
E11894,No,
E11895,No,
E11896,No,
E11897,No,
E11898,No,
E11899,No,
E11900,No,
E11901,No,
E11902,No,
E11903,Yes,2023-02-09
E11904,Yes,2023-07-08
E11905,No,
E11906,No,
E11907,Yes,2024-12-01
E11908,No,
E11909,No,
E11910,No,
E11911,No,
E11912,No,
E11913,No,
E11914,No,
E11915,Yes,2024-06-02
E11916,No,
E11917,No,
E11918,No,
E11919,No,
E11920,No,
E11921,No,
E11922,No,
E11923,No,
E11924,No,
E11925,No,
E11926,No,
E11927,No,
E11928,No,
E11929,No,
E11930,No,
E11931,No,
E11932,No,
E11933,No,
E11934,Yes,2024-03-26
E11935,No,
E11936,No,
E11937,No,
E11938,No,
E11939,Yes,2024-08-16
E11940,No,
E11941,No,
E11942,Yes,2023-11-21
E11943,No,
E11944,No,
E11945,No,
E11946,No,
E11947,No,
E11948,No,
E11949,No,
E11950,No,
E11951,No,
E11952,Yes,2023-02-12
E11953,No,
E11954,No,
E11955,No,
E11956,No,
E11957,Yes,2024-07-20
E11958,No,
E11959,No,
E11960,No,
E11961,No,
E11962,No,
E11963,No,
E11964,No,
E11965,No,
E11966,Yes,2025-01-04
E11967,No,
E11968,No,
E11969,No,
E11970,No,
E11971,No,
E11972,No,
E11973,No,
E11974,No,
E11975,No,
E11976,Yes,2023-08-22
E11977,No,
E11978,No,
E11979,No,
E11980,No,
E11981,No,
E11982,No,
E11983,Yes,2023-03-04
E11984,No,
E11985,No,
E11986,No,
E11987,No,
E11988,No,
E11989,No,
E11990,Yes,2025-01-01
E11991,Yes,2023-09-23
E11992,No,
E11993,No,
E11994,No,
E11995,No,
E11996,No,
E11997,Yes,2023-09-21
E11998,No,
E11999,No,
E12000,No,
E12001,No,
E12002,Yes,2023-01-17
E12003,Yes,2024-11-25
E12004,No,
E12005,Yes,2023-12-28
E12006,No,
E12007,Yes,2024-07-07
E12008,No,
E12009,Yes,2025-01-05
E12010,No,
E12011,No,
E12012,No,
E12013,Yes,2023-02-15
E12014,No,
E12015,No,
E12016,No,
E12017,No,
E12018,No,
E12019,No,
E12020,No,
E12021,No,
E12022,No,
E12023,Yes,2024-09-06
E12024,No,
E12025,No,
E12026,Yes,2023-08-29
E12027,No,
E12028,Yes,2023-12-25
E12029,No,
E12030,No,
E12031,No,
E12032,No,
E12033,Yes,2023-04-22
E12034,No,
E12035,No,
E12036,No,
E12037,No,
E12038,No,
E12039,No,
E12040,No,
E12041,No,
E12042,No,
E12043,No,
E12044,No,
E12045,Yes,2023-03-21
E12046,No,
E12047,No,
E12048,No,
E12049,No,
E12050,No,
E12051,No,
E12052,No,
E12053,No,
E12054,No,
E12055,No,
E12056,Yes,2024-06-03
E12057,Yes,2024-03-30
E12058,No,
E12059,No,
E12060,No,
E12061,No,
E12062,No,
E12063,No,
E12064,No,
E12065,No,
E12066,No,
E12067,No,
E12068,No,
E12069,No,
E12070,No,
E12071,Yes,2023-04-26
E12072,No,
E12073,Yes,2024-06-07
E12074,No,
E12075,No,
E12076,Yes,2023-03-21
E12077,Yes,2023-08-31
E12078,No,
E12079,No,
E12080,No,
E12081,Yes,2023-07-28
E12082,No,
E12083,No,
E12084,Yes,2023-11-30
E12085,No,
E12086,No,
E12087,No,
E12088,Yes,2024-08-07
E12089,No,
E12090,Yes,2024-01-16
E12091,No,
E12092,Yes,2024-11-28
E12093,No,
E12094,No,
E12095,No,
E12096,No,
E12097,Yes,2024-03-01
E12098,No,
E12099,No,
E12100,No,
E12101,No,
E12102,No,
E12103,No,
E12104,No,
E12105,No,
E12106,No,
E12107,No,
E12108,Yes,2023-03-15
E12109,Yes,2024-10-19
E12110,Yes,2024-03-12
E12111,No,
E12112,No,
E12113,No,
E12114,No,
E12115,No,
E12116,No,
E12117,No,
E12118,No,
E12119,No,
E12120,No,
E12121,No,
E12122,No,
E12123,No,
E12124,Yes,2023-10-17
E12125,No,
E12126,No,
E12127,No,
E12128,No,
E12129,No,
E12130,Yes,2023-05-27
E12131,No,
E12132,No,
E12133,No,
E12134,No,
E12135,Yes,2023-01-26
E12136,Yes,2023-12-01
E12137,No,
E12138,Yes,2024-09-13
E12139,Yes,2025-03-18
E12140,No,
E12141,No,
E12142,No,
E12143,No,
E12144,No,
E12145,No,
E12146,No,
E12147,No,
E12148,Yes,2024-01-04
E12149,No,
E12150,Yes,2023-12-10
E12151,No,
E12152,No,
E12153,No,
E12154,No,
E12155,No,
E12156,No,
E12157,No,
E12158,No,
E12159,No,
E12160,No,
E12161,No,
E12162,No,
E12163,No,
E12164,Yes,2024-02-22
E12165,No,
E12166,Yes,2024-10-29
E12167,No,
E12168,Yes,2024-01-19
E12169,No,
E12170,No,
E12171,No,
E12172,No,
E12173,No,
E12174,No,
E12175,No,
E12176,Yes,2024-04-26
E12177,No,
E12178,No,
E12179,No,
E12180,No,
E12181,No,
E12182,No,
E12183,No,
E12184,Yes,2023-10-29
E12185,Yes,2024-09-28
E12186,No,
E12187,No,
E12188,No,
E12189,No,
E12190,Yes,2023-02-01
E12191,No,
E12192,No,
E12193,No,
E12194,No,
E12195,No,
E12196,No,
E12197,No,
E12198,No,
E12199,Yes,2023-06-14
E12200,No,
E12201,Yes,2024-01-13
E12202,Yes,2023-02-15
E12203,No,
E12204,No,
E12205,No,
E12206,No,
E12207,No,
E12208,No,
E12209,No,
E12210,Yes,2023-10-25
E12211,No,
E12212,No,
E12213,No,
E12214,No,
E12215,No,
E12216,Yes,2023-06-03
E12217,No,
E12218,No,
E12219,No,
E12220,No,
E12221,No,
E12222,No,
E12223,No,
E12224,No,
E12225,No,
E12226,Yes,2024-08-28
E12227,No,
E12228,No,
E12229,No,
E12230,No,
E12231,No,
E12232,No,
E12233,No,
E12234,No,
E12235,No,
E12236,No,
E12237,No,
E12238,No,
E12239,No,
E12240,No,
E12241,No,
E12242,No,
E12243,No,
E12244,No,
E12245,No,
E12246,No,
E12247,No,
E12248,No,
E12249,Yes,2023-01-27
E12250,No,
E12251,No,
E12252,Yes,2023-04-19
E12253,No,
E12254,No,
E12255,No,
E12256,Yes,2024-09-15
E12257,No,
E12258,No,
E12259,No,
E12260,No,
E12261,Yes,2023-08-05
E12262,Yes,2023-11-17
E12263,No,
E12264,No,
E12265,No,
E12266,No,
E12267,No,
E12268,Yes,2024-06-07
E12269,Yes,2025-01-02
E12270,No,
E12271,No,
E12272,No,
E12273,No,
E12274,No,
E12275,Yes,2025-03-10
E12276,No,
E12277,Yes,2025-01-29
E12278,No,
E12279,No,
E12280,No,
E12281,No,
E12282,Yes,2024-06-04
E12283,No,
E12284,No,
E12285,No,
E12286,Yes,2025-03-13
E12287,Yes,2024-08-18
E12288,No,
E12289,No,
E12290,No,
E12291,No,
E12292,No,
E12293,No,
E12294,No,
E12295,No,
E12296,No,
E12297,No,
E12298,Yes,2024-12-30
E12299,No,
E12300,No,
E12301,No,
E12302,No,
E12303,No,
E12304,Yes,2023-12-19
E12305,No,
E12306,No,
E12307,No,
E12308,No,
E12309,No,
E12310,No,
E12311,No,
E12312,No,
E12313,No,
E12314,No,
E12315,No,
E12316,No,
E12317,No,
E12318,No,
E12319,No,
E12320,No,
E12321,No,
E12322,No,
E12323,No,
E12324,No,
E12325,Yes,2023-08-09
E12326,No,
E12327,No,
E12328,No,
E12329,No,
E12330,No,
E12331,No,
E12332,No,
E12333,No,
E12334,No,
E12335,No,
E12336,No,
E12337,No,
E12338,No,
E12339,No,
E12340,No,
E12341,No,
E12342,No,
E12343,No,
E12344,Yes,2024-01-23
E12345,Yes,2024-08-19
E12346,No,
E12347,No,
E12348,No,
E12349,No,
E12350,No,
E12351,No,
E12352,Yes,2023-02-03
E12353,Yes,2024-11-03
E12354,No,
E12355,No,
E12356,No,
E12357,Yes,2025-01-13
E12358,No,
E12359,No,
E12360,No,
E12361,No,
E12362,No,
E12363,Yes,2023-06-03
E12364,Yes,2024-01-26
E12365,No,
E12366,No,
E12367,No,
E12368,No,
E12369,No,
E12370,No,
E12371,No,
E12372,No,
E12373,No,
E12374,No,
E12375,Yes,2025-02-19
E12376,No,
E12377,No,
E12378,No,
E12379,No,
E12380,No,
E12381,No,
E12382,No,
E12383,No,
E12384,No,
E12385,No,
E12386,No,
E12387,Yes,2024-10-26
E12388,No,
E12389,No,
E12390,No,
E12391,No,
E12392,No,
E12393,Yes,2023-03-22
E12394,No,
E12395,No,
E12396,No,
E12397,Yes,2023-03-21
E12398,No,
E12399,No,
E12400,No,
E12401,No,
E12402,No,
E12403,No,
E12404,No,
E12405,Yes,2023-08-18
E12406,No,
E12407,Yes,2024-08-01
E12408,No,
E12409,No,
E12410,No,
E12411,Yes,2024-05-30
E12412,No,
E12413,No,
E12414,No,
E12415,Yes,2024-08-11
E12416,Yes,2024-10-07
E12417,No,
E12418,No,
E12419,No,
E12420,No,
E12421,Yes,2024-07-15
E12422,No,
E12423,No,
E12424,No,
E12425,No,
E12426,No,
E12427,No,
E12428,Yes,2025-01-21
E12429,Yes,2024-03-04
E12430,No,
E12431,No,
E12432,No,
E12433,Yes,2024-07-05
E12434,No,
E12435,No,
E12436,No,
E12437,No,
E12438,No,
E12439,Yes,2025-01-20
E12440,No,
E12441,No,
E12442,No,
E12443,No,
E12444,No,
E12445,Yes,2023-05-05
E12446,No,
E12447,No,
E12448,No,
E12449,No,
E12450,No,
E12451,No,
E12452,Yes,2024-06-24
E12453,No,
E12454,No,
E12455,No,
E12456,Yes,2025-03-28
E12457,No,
E12458,No,
E12459,No,
E12460,No,
E12461,No,
E12462,No,
E12463,No,
E12464,No,
E12465,No,
E12466,Yes,2023-02-22
E12467,No,
E12468,No,
E12469,No,
E12470,No,
E12471,No,
E12472,No,
E12473,Yes,2024-09-13
E12474,No,
E12475,No,
E12476,No,
E12477,No,
E12478,No,
E12479,No,
E12480,No,
E12481,No,
E12482,No,
E12483,Yes,2024-04-28
E12484,No,
E12485,No,
E12486,Yes,2024-11-06
E12487,No,
E12488,Yes,2024-06-21
E12489,No,
E12490,Yes,2024-06-16
E12491,Yes,2024-03-27
E12492,No,
E12493,No,
E12494,No,
E12495,No,
E12496,No,
E12497,No,
E12498,No,
E12499,Yes,2023-11-21
E12500,No,
E12501,No,
E12502,No,
E12503,No,
E12504,No,
E12505,No,
E12506,No,
E12507,Yes,2023-10-03
E12508,No,
E12509,No,
E12510,Yes,2023-07-19
E12511,No,
E12512,No,
E12513,No,
E12514,No,
E12515,Yes,2024-08-12
E12516,Yes,2023-10-28
E12517,No,
E12518,No,
E12519,No,
E12520,No,
E12521,No,
E12522,No,
E12523,No,
E12524,No,
E12525,No,
E12526,Yes,2023-09-07
E12527,No,
E12528,No,
E12529,No,
E12530,Yes,2023-12-03
E12531,No,
E12532,No,
E12533,No,
E12534,Yes,2023-09-06
E12535,No,
E12536,No,
E12537,No,
E12538,No,
E12539,Yes,2025-03-29
E12540,No,
E12541,No,
E12542,No,
E12543,No,
E12544,No,
E12545,No,
E12546,No,
E12547,No,
E12548,No,
E12549,No,
E12550,No,
E12551,No,
E12552,No,
E12553,No,
E12554,No,
E12555,No,
E12556,No,
E12557,No,
E12558,No,
E12559,No,
E12560,No,
E12561,Yes,2025-02-25
E12562,No,
E12563,No,
E12564,No,
E12565,No,
E12566,No,
E12567,No,
E12568,No,
E12569,No,
E12570,No,
E12571,No,
E12572,No,
E12573,No,
E12574,No,
E12575,Yes,2024-01-06
E12576,No,
E12577,Yes,2023-08-25
E12578,No,
E12579,No,
E12580,No,
E12581,No,
E12582,No,
E12583,No,
E12584,No,
E12585,No,
E12586,No,
E12587,No,
E12588,No,
E12589,Yes,2024-04-11
E12590,No,
E12591,No,
E12592,No,
E12593,Yes,2023-11-19
E12594,No,
E12595,Yes,2025-02-05
E12596,No,
E12597,No,
E12598,No,
E12599,No,
E12600,No,
E12601,No,
E12602,No,
E12603,No,
E12604,No,
E12605,No,
E12606,No,
E12607,No,
E12608,No,
E12609,No,
E12610,No,
E12611,No,
E12612,No,
E12613,No,
E12614,No,
E12615,No,
E12616,No,
E12617,No,
E12618,Yes,2023-04-29
E12619,Yes,2024-12-10
E12620,No,
E12621,No,
E12622,No,
E12623,No,
E12624,No,
E12625,No,
E12626,No,
E12627,No,
E12628,No,
E12629,No,
E12630,No,
E12631,No,
E12632,Yes,2023-09-04
E12633,No,
E12634,No,
E12635,Yes,2024-03-31
E12636,Yes,2025-01-20
E12637,No,
E12638,No,
E12639,Yes,2024-02-24
E12640,No,
E12641,No,
E12642,No,
E12643,No,
E12644,No,
E12645,No,
E12646,No,
E12647,Yes,2024-01-06
E12648,Yes,2023-03-23
E12649,No,
E12650,No,
E12651,No,
E12652,No,
E12653,No,
E12654,No,
E12655,No,
E12656,No,
E12657,No,
E12658,No,
E12659,Yes,2023-12-27
E12660,No,
E12661,No,
E12662,No,
E12663,No,
E12664,No,
E12665,No,
E12666,No,
E12667,Yes,2024-07-27
E12668,No,
E12669,No,
E12670,No,
E12671,Yes,2024-06-01
E12672,No,
E12673,No,
E12674,No,
E12675,Yes,2023-03-20
E12676,No,
E12677,No,
E12678,No,
E12679,No,
E12680,No,
E12681,Yes,2024-01-06
E12682,Yes,2024-10-31
E12683,No,
E12684,Yes,2024-05-10
E12685,Yes,2024-09-11
E12686,No,
E12687,No,
E12688,No,
E12689,No,
E12690,Yes,2023-08-24
E12691,No,
E12692,No,
E12693,No,
E12694,No,
E12695,Yes,2024-04-04
E12696,No,
E12697,No,
E12698,Yes,2025-03-16
E12699,No,
E12700,No,
E12701,No,
E12702,No,
E12703,No,
E12704,No,
E12705,Yes,2024-03-04
E12706,No,
E12707,No,
E12708,No,
E12709,No,
E12710,Yes,2023-08-24
E12711,Yes,2024-08-06
E12712,No,
E12713,No,
E12714,No,
E12715,No,
E12716,Yes,2023-05-09
E12717,No,
E12718,Yes,2024-07-04
E12719,No,
E12720,No,
E12721,No,
E12722,No,
E12723,No,
E12724,Yes,2023-09-08
E12725,No,
E12726,Yes,2025-03-06
E12727,No,
E12728,No,
E12729,No,
E12730,No,
E12731,No,
E12732,No,
E12733,No,
E12734,No,
E12735,Yes,2024-02-22
E12736,Yes,2024-11-21
E12737,No,
E12738,No,
E12739,Yes,2024-08-21
E12740,No,
E12741,Yes,2024-11-12
E12742,No,
E12743,No,
E12744,No,
E12745,No,
E12746,No,
E12747,No,
E12748,No,
E12749,No,
E12750,No,
E12751,No,
E12752,No,
E12753,Yes,2023-05-22
E12754,No,
E12755,No,
E12756,No,
E12757,Yes,2024-09-12
E12758,No,
E12759,No,
E12760,Yes,2023-09-24
E12761,Yes,2025-03-25
E12762,No,
E12763,No,
E12764,No,
E12765,No,
E12766,No,
E12767,No,
E12768,No,
E12769,No,
E12770,No,
E12771,No,
E12772,No,
E12773,No,
E12774,Yes,2023-10-21
E12775,No,
E12776,No,
E12777,No,
E12778,No,
E12779,No,
E12780,No,
E12781,No,
E12782,No,
E12783,No,
E12784,No,
E12785,No,
E12786,No,
E12787,No,
E12788,No,
E12789,No,
E12790,Yes,2023-12-16
E12791,No,
E12792,No,
E12793,No,
E12794,Yes,2023-11-18
E12795,No,
E12796,Yes,2023-05-01
E12797,Yes,2023-03-25
E12798,No,
E12799,Yes,2024-02-23
E12800,No,
E12801,No,
E12802,No,
E12803,No,
E12804,Yes,2024-03-07
E12805,Yes,2024-06-01
E12806,Yes,2023-06-01
E12807,No,
E12808,No,
E12809,No,
E12810,No,
E12811,No,
E12812,No,
E12813,No,
E12814,No,
E12815,No,
E12816,No,
E12817,No,
E12818,No,
E12819,No,
E12820,Yes,2024-08-12
E12821,Yes,2024-05-21
E12822,No,
E12823,No,
E12824,No,
E12825,No,
E12826,Yes,2024-10-09
E12827,Yes,2025-03-02
E12828,No,
E12829,No,
E12830,No,
E12831,No,
E12832,No,
E12833,No,
E12834,Yes,2023-07-22
E12835,Yes,2023-07-04
E12836,Yes,2024-04-09
E12837,No,
E12838,No,
E12839,Yes,2023-01-16
E12840,No,
E12841,No,
E12842,No,
E12843,Yes,2023-06-20
E12844,No,
E12845,No,
E12846,No,
E12847,No,
E12848,No,
E12849,No,
E12850,No,
E12851,Yes,2023-05-04
E12852,No,
E12853,No,
E12854,Yes,2024-03-04
E12855,No,
E12856,No,
E12857,No,
E12858,No,
E12859,No,
E12860,No,
E12861,Yes,2023-09-27
E12862,No,
E12863,Yes,2025-02-22
E12864,Yes,2024-07-21
E12865,No,
E12866,No,
E12867,No,
E12868,No,
E12869,No,
E12870,Yes,2024-12-29
E12871,Yes,2024-04-26
E12872,Yes,2025-01-30
E12873,Yes,2023-04-14
E12874,No,
E12875,No,
E12876,No,
E12877,No,
E12878,No,
E12879,No,
E12880,No,
E12881,No,
E12882,No,
E12883,No,
E12884,No,
E12885,No,
E12886,No,
E12887,No,
E12888,No,
E12889,No,
E12890,Yes,2023-05-10
E12891,No,
E12892,No,
E12893,Yes,2023-02-04
E12894,Yes,2024-03-17
E12895,Yes,2023-01-25
E12896,No,
E12897,No,
E12898,Yes,2024-12-07
E12899,Yes,2023-06-20
E12900,No,
E12901,No,
E12902,No,
E12903,No,
E12904,No,
E12905,No,
E12906,No,
E12907,No,
E12908,No,
E12909,Yes,2023-03-16
E12910,Yes,2023-05-16
E12911,No,
E12912,No,
E12913,Yes,2024-06-11
E12914,Yes,2024-06-26
E12915,No,
E12916,No,
E12917,No,
E12918,No,
E12919,No,
E12920,No,
E12921,No,
E12922,No,
E12923,No,
E12924,No,
E12925,No,
E12926,No,
E12927,No,
E12928,Yes,2024-02-02
E12929,Yes,2024-03-08
E12930,No,
E12931,Yes,2023-12-29
E12932,No,
E12933,No,
E12934,Yes,2023-05-11
E12935,No,
E12936,No,
E12937,No,
E12938,No,
E12939,No,
E12940,No,
E12941,No,
E12942,No,
E12943,Yes,2024-02-16
E12944,Yes,2024-12-14
E12945,No,
E12946,No,
E12947,No,
E12948,No,
E12949,No,
E12950,No,
E12951,No,
E12952,No,
E12953,No,
E12954,No,
E12955,Yes,2024-07-24
E12956,No,
E12957,Yes,2023-09-05
E12958,No,
E12959,No,
E12960,No,
E12961,No,
E12962,Yes,2024-12-30
E12963,No,
E12964,Yes,2023-10-28
E12965,No,
E12966,No,
E12967,No,
E12968,No,
E12969,No,
E12970,No,
E12971,No,
E12972,No,
E12973,Yes,2023-05-02
E12974,Yes,2023-12-11
E12975,No,
E12976,No,
E12977,No,
E12978,No,
E12979,Yes,2023-12-11
E12980,No,
E12981,No,
E12982,No,
E12983,No,
E12984,No,
E12985,No,
E12986,No,
E12987,No,
E12988,No,
E12989,No,
E12990,No,
E12991,No,
E12992,No,
E12993,No,
E12994,No,
E12995,No,
E12996,No,
E12997,No,
E12998,No,
E12999,No,
E13000,No,
E13001,No,
E13002,Yes,2024-08-28
E13003,No,
E13004,No,
E13005,No,
E13006,No,
E13007,No,
E13008,No,
E13009,No,
E13010,No,
E13011,Yes,2024-09-15
E13012,Yes,2024-09-23
E13013,Yes,2023-04-21
E13014,No,
E13015,No,
E13016,No,
E13017,No,
E13018,Yes,2025-01-09
E13019,No,
E13020,Yes,2023-02-16
E13021,No,
E13022,No,
E13023,No,
E13024,No,
E13025,No,
E13026,No,
E13027,No,
E13028,No,
E13029,No,
E13030,No,
E13031,No,
E13032,No,
E13033,No,
E13034,No,
E13035,Yes,2023-03-17
E13036,No,
E13037,No,
E13038,Yes,2025-01-26
E13039,No,
E13040,No,
E13041,No,
E13042,No,
E13043,No,
E13044,No,
E13045,No,
E13046,No,
E13047,No,
E13048,No,
E13049,No,
E13050,No,
E13051,No,
E13052,No,
E13053,Yes,2023-12-30
E13054,Yes,2024-04-04
E13055,No,
E13056,Yes,2024-02-23
E13057,No,
E13058,No,
E13059,No,
E13060,No,
E13061,No,
E13062,Yes,2024-10-07
E13063,No,
E13064,No,
E13065,Yes,2024-04-05
E13066,Yes,2025-01-28
E13067,No,
E13068,No,
E13069,No,
E13070,Yes,2024-03-22
E13071,No,
E13072,No,
E13073,No,
E13074,No,
E13075,No,
E13076,No,
E13077,No,
E13078,No,
E13079,No,
E13080,No,
E13081,No,
E13082,No,
E13083,No,
E13084,No,
E13085,No,
E13086,No,
E13087,No,
E13088,Yes,2023-10-24
E13089,Yes,2025-02-14
E13090,Yes,2024-05-03
E13091,No,
E13092,No,
E13093,No,
E13094,Yes,2024-12-17
E13095,No,
E13096,No,
E13097,Yes,2023-05-18
E13098,No,
E13099,No,
E13100,No,
E13101,No,
E13102,No,
E13103,Yes,2025-01-21
E13104,No,
E13105,Yes,2023-07-07
E13106,No,
E13107,No,
E13108,Yes,2025-01-11
E13109,No,
E13110,Yes,2025-02-23
E13111,No,
E13112,No,
E13113,No,
E13114,No,
E13115,No,
E13116,No,
E13117,Yes,2024-08-26
E13118,No,
E13119,No,
E13120,No,
E13121,No,
E13122,No,
E13123,No,
E13124,No,
E13125,No,
E13126,No,
E13127,No,
E13128,No,
E13129,No,
E13130,No,
E13131,No,
E13132,No,
E13133,Yes,2024-06-05
E13134,No,
E13135,No,
E13136,Yes,2023-03-27
E13137,No,
E13138,No,
E13139,No,
E13140,No,
E13141,No,
E13142,No,
E13143,No,
E13144,No,
E13145,Yes,2023-06-05
E13146,No,
E13147,No,
E13148,No,
E13149,Yes,2023-01-08
E13150,No,
E13151,No,
E13152,No,
E13153,Yes,2024-08-30
E13154,Yes,2024-08-30
E13155,Yes,2024-01-14
E13156,No,
E13157,No,
E13158,No,
E13159,No,
E13160,No,
E13161,No,
E13162,No,
E13163,No,
E13164,No,
E13165,No,
E13166,No,
E13167,No,
E13168,No,
E13169,No,
E13170,No,
E13171,No,
E13172,No,
E13173,No,
E13174,No,
E13175,No,
E13176,No,
E13177,No,
E13178,No,
E13179,No,
E13180,No,
E13181,Yes,2024-11-21
E13182,No,
E13183,No,
E13184,Yes,2024-10-26
E13185,No,
E13186,No,
E13187,Yes,2024-04-09
E13188,No,
E13189,No,
E13190,Yes,2024-01-24
E13191,No,
E13192,No,
E13193,No,
E13194,Yes,2023-11-25
E13195,No,
E13196,Yes,2024-03-25
E13197,No,
E13198,No,
E13199,No,
E13200,No,
E13201,Yes,2023-06-30
E13202,No,
E13203,No,
E13204,No,
E13205,No,
E13206,No,
E13207,No,
E13208,No,
E13209,No,
E13210,No,
E13211,No,
E13212,No,
E13213,No,
E13214,No,
E13215,No,
E13216,No,
E13217,No,
E13218,No,
E13219,No,
E13220,No,
E13221,No,
E13222,No,
E13223,No,
E13224,No,
E13225,No,
E13226,Yes,2024-06-04
E13227,Yes,2025-01-09
E13228,No,
E13229,No,
E13230,No,
E13231,No,
E13232,No,
E13233,No,
E13234,No,
E13235,Yes,2024-08-25
E13236,No,
E13237,No,
E13238,Yes,2023-10-14
E13239,No,
E13240,No,
E13241,No,
E13242,No,
E13243,Yes,2025-03-02
E13244,No,
E13245,No,
E13246,No,
E13247,No,
E13248,No,
E13249,No,
E13250,No,
E13251,No,
E13252,No,
E13253,No,
E13254,No,
E13255,No,
E13256,No,
E13257,Yes,2023-04-10
E13258,No,
E13259,No,
E13260,Yes,2023-08-26
E13261,No,
E13262,Yes,2023-11-01
E13263,No,
E13264,No,
E13265,No,
E13266,No,
E13267,No,
E13268,Yes,2024-05-20
E13269,No,
E13270,No,
E13271,Yes,2023-12-16
E13272,No,
E13273,Yes,2023-02-19
E13274,No,
E13275,No,
E13276,No,
E13277,No,
E13278,No,
E13279,No,
E13280,No,
E13281,No,
E13282,No,
E13283,No,
E13284,No,
E13285,No,
E13286,Yes,2024-07-31
E13287,No,
E13288,No,
E13289,No,
E13290,No,
E13291,No,
E13292,No,
E13293,No,
E13294,No,
E13295,No,
E13296,Yes,2024-06-14
E13297,Yes,2024-06-21
E13298,No,
