Employee_ID,Base_Salary,Bonus,Stock_Options,Total_Compensation
E12600,143510,10883,23852,178245
E12601,78131,4402,751,83284
E12602,138768,7739,20938,167445
E12603,87724,8821,4361,100906
E12604,192992,22908,13753,229653
E12605,182703,20805,22265,225773
E12606,93177,6262,3879,103318
E12607,126043,13355,20894,160292
E12608,145709,31888,11200,188797
E12609,114707,18115,3370,136192
E12610,117806,10685,17054,145545
E12611,176338,22914,9168,208420
E12612,137934,16413,8066,162413
E12613,129852,24297,2998,157147
E12614,77227,5979,421,83627
E12615,72707,11099,1572,85378
E12616,146917,10929,28198,186044
E12617,108321,16764,2815,127900
E12618,99176,19705,3577,122458
E12619,142990,23379,18031,184400
E12620,136525,29767,5743,172035
E12621,114019,13006,11121,138146
E12622,67702,8865,1478,78045
E12623,81408,2520,2851,86779
E12624,98382,16433,2758,117573
E12625,103211,10790,2351,116352
E12626,61734,7662,3548,72944
E12627,114716,5016,13950,133682
E12628,103360,9409,3384,116153
E12629,103260,13892,7901,125053
E12630,71798,4511,1826,78135
E12631,160178,21387,12276,193841
E12632,66578,3008,833,70419
E12633,155312,24472,11113,190897
E12634,152676,8235,28966,189877
E12635,62253,5313,1162,68728
E12636,73561,8161,331,82053
E12637,86964,7293,7494,101751
E12638,120621,7826,3698,132145
E12639,90792,8488,6115,105395
E12640,85643,9573,568,95784
E12641,90492,13937,3427,107856
E12642,134715,13651,10850,159216
E12643,94802,8616,5339,108757
E12644,125220,16819,4118,146157
E12645,121561,12585,18852,152998
E12646,83688,17822,6971,108481
E12647,50961,5999,628,57588
E12648,69767,2661,1099,73527
E12649,91289,8036,3014,102339
E12650,104582,17856,5880,128318
E12651,245008,43017,20338,308363
E12652,118490,19076,11698,149264
E12653,97919,16488,7966,122373
E12654,142579,16663,19899,179141
E12655,137524,21697,10686,169907
E12656,110683,17386,3692,131761
E12657,171680,17519,27733,216932
E12658,122473,14500,12486,149459
E12659,146282,7185,17617,171084
E12660,128270,10860,11650,150780
E12661,90470,3171,4271,97912
E12662,188754,17872,31198,237824
E12663,125025,4087,20646,149758
E12664,73450,5001,2734,81185
E12665,142910,12348,10020,165278
E12666,75759,17206,741,93706
E12667,148957,14015,20595,183567
E12668,109779,17385,2693,129857
E12669,93668,8015,144,101827
E12670,142658,28472,12417,183547
E12671,75951,3054,2053,81058
E12672,93984,3312,77,97373
E12673,90102,10725,1229,102056
E12674,149422,17526,22778,189726
E12675,53784,4578,5117,63479
E12676,71987,8923,3038,83948
E12677,79175,18300,4403,101878
E12678,134282,13506,12466,160254
E12679,202339,25637,19529,247505
E12680,79957,7202,2933,90092
E12681,80277,19658,3229,103164
E12682,228078,18568,23907,270553
E12683,107213,7921,15377,130511
E12684,62216,7444,2319,71979
E12685,75909,8977,3210,88096
E12686,127385,11767,18616,157768
E12687,128623,4866,23106,156595
E12688,58402,4421,822,63645
E12689,96641,5930,3377,105948
E12690,85542,8081,1720,95343
E12691,104491,14329,9853,128673
E12692,102043,8396,1116,111555
E12693,199323,26132,33507,258962
E12694,66736,7961,3109,77806
E12695,70219,9403,5238,84860
E12696,87895,3209,3468,94572
E12697,99155,5850,4393,109398
E12698,79215,17198,3546,99959
E12699,180875,25837,12422,219134
E12700,103009,9431,19621,132061
E12701,111005,12539,208,123752
E12702,132249,16449,7772,156470
E12703,142032,11640,13972,167644
E12704,90766,10811,12089,113666
E12705,120400,8538,23887,152825
E12706,177003,15888,10064,202955
E12707,155166,20925,25671,201762
E12708,113882,21470,2501,137853
E12709,110339,8914,9841,129094
E12710,72818,17821,2569,93208
E12711,95515,5613,8713,109841
E12712,117279,9787,8076,135142
E12713,88191,20986,4263,113440
E12714,85470,4035,3738,93243
E12715,131789,12843,23122,167754
E12716,136977,17889,4860,159726
E12717,74691,7813,1015,83519
E12718,69456,11852,5765,87073
E12719,136143,5375,21725,163243
E12720,104250,4509,9768,118527
E12721,83130,14342,4515,101987
E12722,98155,9753,14456,122364
E12723,192944,16186,24857,233987
E12724,95170,9348,5376,109894
E12725,75517,5066,378,80961
E12726,95391,21905,2075,119371
E12727,130225,5677,25892,161794
E12728,83492,17418,3954,104864
E12729,83051,9348,2882,95281
E12730,72830,5247,1842,79919
E12731,70708,6760,2810,80278
E12732,117740,4218,4405,126363
E12733,147880,7155,28343,183378
E12734,95570,15213,6887,117670
E12735,109180,10520,10462,130162
E12736,124228,18231,6986,149445
E12737,122695,17695,6447,146837
E12738,65396,5025,2208,72629
E12739,121602,12181,7104,140887
E12740,134319,9070,25497,168886
E12741,67880,13119,477,81476
E12742,75970,17645,1824,95439
E12743,185848,29696,33160,248704
E12744,151906,12861,24854,189621
E12745,107182,11023,8928,127133
E12746,199327,20266,23792,243385
E12747,141390,22819,6656,170865
E12748,128935,11578,16240,156753
E12749,189940,21996,15226,227162
E12750,105612,12402,3387,121401
E12751,59843,6587,2353,68783
E12752,90565,8190,325,99080
E12753,65548,10185,1963,77696
E12754,65164,9534,1875,76573
E12755,88458,15386,3638,107482
E12756,115727,19271,11530,146528
E12757,99501,15920,5968,121389
E12758,52271,5989,2321,60581
E12759,135060,17450,4758,157268
E12760,113755,16530,18466,148751
E12761,95778,3617,5928,105323
E12762,143533,20849,8643,173025
E12763,166589,16910,5892,189391
E12764,91031,8224,3356,102611
E12765,200690,18083,40047,258820
E12766,92983,12043,7892,112918
E12767,60534,4655,1285,66474
E12768,88426,15256,6321,110003
E12769,71903,7054,1706,80663
E12770,94285,9231,1166,104682
E12771,143250,21579,20396,185225
E12772,102795,20019,6411,129225
E12773,119574,13320,15624,148518
E12774,67353,5510,214,73077
E12775,95030,10912,2821,108763
E12776,94493,8119,5667,108279
E12777,115143,9007,11953,136103
E12778,147504,15160,16779,179443
E12779,68464,4438,1335,74237
E12780,138446,11767,21696,171909
E12781,142687,12511,10956,166154
E12782,175138,29540,33508,238186
E12783,91303,10273,5262,106838
E12784,245995,39479,24860,310334
E12785,152006,14080,8083,174169
E12786,89777,18716,1594,110087
E12787,69877,6148,4896,80921
E12788,184424,9826,31276,225526
E12789,97761,11343,7680,116784
E12790,71936,6883,4738,83557
E12791,85614,3990,1867,91471
E12792,104308,15635,6471,126414
E12793,101693,3927,4890,110510
E12794,71817,17242,3469,92528
E12795,76222,7558,3061,86841
E12796,100244,11596,3343,115183
E12797,86953,7529,16533,111015
E12798,100751,9546,3264,113561
E12799,99736,13908,5807,119451
E12800,144977,12416,19458,176851
E12801,181130,31081,22001,234212
E12802,67206,11298,3915,82419
E12803,93955,16102,5120,115177
E12804,57620,6319,2581,66520
E12805,88800,13190,5014,107004
E12806,115661,14941,4350,134952
E12807,127314,16390,4876,148580
E12808,138262,13749,9643,161654
E12809,72856,8244,2019,83119
E12810,87442,3316,1420,92178
E12811,72793,16853,2102,91748
E12812,85111,9062,3961,98134
E12813,93989,3561,4491,102041
E12814,189347,27579,18153,235079
E12815,135643,24034,5102,164779
E12816,187859,31028,10952,229839
E12817,60847,2170,830,63847
E12818,118086,13375,14872,146333
E12819,165288,16084,23205,204577
E12820,104026,11534,511,116071
E12821,62854,3174,772,66800
E12822,168248,29020,3930,201198
E12823,112137,18113,9206,139456
E12824,168461,23596,7010,199067
E12825,156474,24807,10254,191535
E12826,84753,3619,10088,98460
E12827,65890,3706,1573,71169
E12828,184394,31385,27632,243411
E12829,82615,7540,1695,91850
E12830,104512,9474,9142,123128
E12831,84300,4425,1726,90451
E12832,118236,11188,10157,139581
E12833,155245,17057,20852,193154
E12834,95897,23164,9410,128471
E12835,79996,2786,3140,85922
E12836,102997,13700,8863,125560
E12837,75783,9396,6261,91440
E12838,168427,25911,19596,213934
E12839,131428,7513,5281,144222
E12840,155263,22056,10941,188260
E12841,101845,8989,3876,114710
E12842,91958,9570,437,101965
E12843,58773,3026,1466,63265
E12844,90756,10110,6047,106913
E12845,105664,6767,1846,114277
E12846,86030,11269,2708,100007
E12847,105362,10831,7651,123844
E12848,141571,15615,11964,169150
E12849,119527,20720,6223,146470
E12850,167868,40219,13106,221193
E12851,120635,19632,10645,150912
E12852,81472,19783,973,102228
E12853,115935,18099,15282,149316
E12854,96514,13151,2895,112560
E12855,145222,22097,8189,175508
E12856,111272,3378,223,114873
E12857,87624,17771,4163,109558
E12858,109543,3701,6213,119457
E12859,134962,14831,18959,168752
E12860,124882,21187,7319,153388
E12861,107983,4351,16974,129308
E12862,102594,20718,6068,129380
E12863,95890,14078,3516,113484
E12864,141737,18399,9676,169812
E12865,76018,2452,1270,79740
E12866,146672,13407,4711,164790
E12867,115277,16822,9128,141227
E12868,97387,7564,1859,106810
E12869,96874,10360,5574,112808
E12870,73301,13021,142,86464
E12871,48521,5164,1368,55053
E12872,116516,19697,7119,143332
E12873,55394,5137,2073,62604
E12874,73261,6567,1751,81579
E12875,93376,9265,16491,119132
E12876,62502,2626,1088,66216
E12877,135284,13396,10792,159472
E12878,88726,6541,7654,102921
E12879,77624,5480,3350,86454
E12880,164285,16172,16886,197343
E12881,88086,17770,6951,112807
E12882,114813,11102,19591,145506
E12883,115029,12318,8583,135930
E12884,130077,14477,22137,166691
E12885,139097,7394,12998,159489
E12886,52496,2891,1562,56949
E12887,82436,5179,2150,89765
E12888,82872,5776,2427,91075
E12889,205038,26331,34505,265874
E12890,109115,14020,19062,142197
E12891,74105,14272,2969,91346
E12892,94539,5764,894,101197
E12893,94686,7131,5923,107740
E12894,74020,5592,2613,82225
E12895,152168,13645,18478,184291
E12896,159705,22827,11564,194096
E12897,96469,5309,2331,104109
E12898,60410,6467,2974,69851
E12899,68715,6063,1916,76694
E12900,132305,4546,23922,160773
E12901,85402,5958,5402,96762
E12902,153759,21851,14171,189781
E12903,190362,34238,25455,250055
E12904,63820,4873,1723,70416
E12905,69926,4100,482,74508
E12906,126718,9413,15020,151151
E12907,131969,13140,7755,152864
E12908,142500,23611,4446,170557
E12909,86339,19941,1449,107729
E12910,57421,6915,2523,66859
E12911,169096,30356,3833,203285
E12912,129527,18403,16651,164581
E12913,64510,3753,2521,70784
E12914,64370,9887,6271,80528
E12915,78728,15711,2591,97030
E12916,95702,6867,193,102762
E12917,132949,19146,10307,162402
E12918,97459,10294,15532,123285
E12919,137257,19222,8643,165122
E12920,87080,16138,1645,104863
E12921,87206,16849,1917,105972
E12922,77689,7054,3672,88415
E12923,180305,21693,33016,235014
E12924,193221,31627,17896,242744
E12925,74064,8380,274,82718
E12926,75222,10696,5988,91906
E12927,157167,26510,20424,204101
E12928,60333,5853,1931,68117
E12929,83573,5689,3944,93206
E12930,106777,13838,10190,130805
E12931,90012,7319,3736,101067
E12932,89029,10195,1179,100403
E12933,86683,7656,14754,109093
E12934,81446,6171,3450,91067
E12935,117514,10851,2359,130724
E12936,162348,23815,18067,204230
E12937,82157,6566,7965,96688
E12938,119372,20771,10447,150590
E12939,124629,14233,3567,142429
E12940,183308,29246,26272,238826
E12941,83344,11866,2122,97332
E12942,183056,17789,17208,218053
E12943,91955,9364,5328,106647
E12944,95707,10584,368,106659
E12945,63097,4418,2806,70321
E12946,151285,8367,21207,180859
E12947,103823,12491,7627,123941
E12948,89740,13567,6964,110271
E12949,73936,11755,6375,92066
E12950,127277,13055,10068,150400
E12951,154251,13694,13665,181610
E12952,166119,23618,16055,205792
E12953,110718,13014,805,124537
E12954,70666,6157,1464,78287
E12955,58078,6692,1546,66316
E12956,90530,9870,244,100644
E12957,80094,3526,499,84119
E12958,105959,11562,8300,125821
E12959,97057,9722,8698,115477
E12960,125030,9486,17531,152047
E12961,102968,7933,6704,117605
E12962,78538,16416,2878,97832
E12963,144212,30775,8148,183135
E12964,60410,6232,1977,68619
E12965,110653,12103,14852,137608
E12966,134787,13197,6844,154828
E12967,87977,10252,2852,101081
E12968,88355,10484,4331,103170
E12969,101965,15262,7974,125201
E12970,92347,8162,2366,102875
E12971,73637,8699,2256,84592
E12972,148677,15492,24692,188861
E12973,101809,8943,8602,119354
E12974,73137,4868,495,78500
E12975,117899,11408,7790,137097
E12976,171551,7119,27764,206434
E12977,158184,23734,17930,199848
E12978,191011,19655,15103,225769
E12979,108104,9075,3449,120628
E12980,92947,9644,6891,109482
E12981,102488,12850,8516,123854
E12982,160087,33834,10710,204631
E12983,140035,18599,6900,165534
E12984,99536,16637,8248,124421
E12985,82616,6392,176,89184
E12986,92686,9215,4826,106727
E12987,97015,10743,16059,123817
E12988,75471,5103,2841,83415
E12989,156146,26037,14890,197073
E12990,94945,4834,5005,104784
E12991,197193,28320,15084,240597
E12992,119721,11556,17860,149137
E12993,95193,3542,2579,101314
E12994,79245,9502,2845,91592
E12995,187766,15219,20336,223321
E12996,135434,11270,13938,160642
E12997,108155,3375,16744,128274
E12998,111935,20457,5898,138290
E12999,102130,11744,4160,118034
E13000,104151,10507,9919,124577
E13001,75010,4226,823,80059
E13002,140189,16042,7245,163476
E13003,61164,8431,2116,71711
E13004,117901,10775,9289,137965
E13005,111785,14536,9316,135637
E13006,95856,6738,7371,109965
E13007,91176,12212,8490,111878
E13008,83552,7213,8329,99094
E13009,56795,2157,2540,61492
E13010,109703,7374,9966,127043
E13011,56888,4740,120,61748
E13012,156059,23170,9590,188819
E13013,116294,14968,7259,138521
E13014,121382,23177,11176,155735
E13015,107012,10129,3585,120726
E13016,83317,17712,3442,104471
E13017,89897,5331,3834,99062
E13018,76085,2960,1856,80901
E13019,155252,17451,28914,201617
E13020,98023,9009,15542,122574
E13021,96730,23434,2780,122944
E13022,79461,3425,990,83876
E13023,97869,8725,503,107097
E13024,170430,22063,11365,203858
E13025,133260,14389,11126,158775
E13026,82739,6351,3898,92988
E13027,92427,12317,8454,113198
E13028,129158,22354,10799,162311
E13029,78673,4513,3452,86638
E13030,154236,21886,13481,189603
E13031,181585,7806,13856,203247
E13032,81039,5080,370,86489
E13033,84462,4014,2949,91425
E13034,213951,21423,21680,257054
E13035,94068,18735,6593,119396
E13036,86726,12399,2750,101875
E13037,63398,3334,2719,69451
E13038,78336,12597,2580,93513
E13039,148327,18894,27109,194330
E13040,71967,4620,1168,77755
E13041,95877,9910,17605,123392
E13042,95082,12253,3450,110785
E13043,165315,17084,12236,194635
E13044,78870,4627,2428,85925
E13045,69822,8139,3155,81116
E13046,147968,25505,8722,182195
E13047,65946,6867,272,73085
E13048,194924,25713,17470,238107
E13049,74550,7118,1855,83523
E13050,101931,22694,2575,127200
E13051,131355,15282,10824,157461
E13052,80265,3422,797,84484
E13053,71708,10071,2187,83966
E13054,95646,17966,2059,115671
E13055,117268,6175,867,124310
E13056,66403,5946,3245,75594
E13057,114424,13638,2716,130778
E13058,198549,20363,11220,230132
E13059,130282,11098,25638,167018
E13060,128346,11214,4840,144400
E13061,96217,18640,68,114925
E13062,117566,13837,12889,144292
E13063,120848,18265,4531,143644
E13064,112730,12717,9522,134969
E13065,75195,8355,953,84503
E13066,71766,12859,2932,87557
E13067,101429,7866,13147,122442
E13068,50151,3212,2019,55382
E13069,104139,11229,7197,122565
E13070,79862,4336,3018,87216
E13071,113551,18376,6441,138368
E13072,172211,18250,9246,199707
E13073,89690,14517,2037,106244
E13074,134125,26168,10658,170951
E13075,93664,5191,2072,100927
E13076,102056,16450,9570,128076
E13077,83736,14224,7105,105065
E13078,145348,5167,16311,166826
E13079,132207,10803,15476,158486
E13080,113716,13071,3023,129810
E13081,104521,8350,1915,114786
E13082,171840,23144,29794,224778
E13083,125458,3876,18841,148175
E13084,80250,7091,529,87870
E13085,88101,4355,2066,94522
E13086,82341,6614,3810,92765
E13087,85183,9420,984,95587
E13088,166399,16512,28914,211825
E13089,122694,13130,7992,143816
E13090,137100,15019,6656,158775
E13091,121200,15656,11844,148700
E13092,80209,13396,6231,99836
E13093,77568,6130,1231,84929
E13094,153126,17647,12131,182904
E13095,158582,17686,28823,205091
E13096,85267,6643,2522,94432
E13097,82224,14584,1885,98693
E13098,218659,33897,24965,277521
E13099,177273,19858,20662,217793
E13100,118139,17110,9692,144941
E13101,176161,31522,15107,222790
E13102,109270,8445,2501,120216
E13103,77225,11125,2036,90386
E13104,73926,3111,457,77494
E13105,64302,15465,2553,82320
E13106,114218,12964,7070,134252
E13107,65530,5888,1265,72683
E13108,142744,16566,12838,172148
E13109,78363,8594,3776,90733
E13110,150048,13660,8621,172329
E13111,124545,21191,8105,153841
E13112,101850,19744,5013,126607
E13113,96710,11227,3641,111578
E13114,196532,25620,20962,243114
E13115,149820,11145,19997,180962
E13116,88863,5535,9712,104110
E13117,82620,4925,2287,89832
E13118,141097,13028,20745,174870
E13119,86147,12844,8445,107436
E13120,156041,21988,24927,202956
E13121,111083,12515,3872,127470
E13122,149542,19125,4148,172815
E13123,121165,20113,11862,153140
E13124,69383,2651,974,73008
E13125,111278,5755,560,117593
E13126,104350,3166,4549,112065
E13127,108946,10316,4430,123692
E13128,171254,18252,28862,218368
E13129,65247,10958,2227,78432
E13130,130629,14502,18282,163413
E13131,89910,5963,11608,107481
E13132,199868,27172,28358,255398
E13133,71311,10538,5917,87766
E13134,69603,7818,327,77748
E13135,92862,9442,7305,109609
E13136,82945,6139,1166,90250
E13137,114173,8663,2686,125522
E13138,104019,6269,3046,113334
E13139,82229,2553,1255,86037
E13140,115177,4952,7655,127784
E13141,70047,4192,1777,76016
E13142,51652,4366,154,56172
E13143,90072,8490,1638,100200
E13144,81875,9022,181,91078
E13145,74696,13683,817,89196
E13146,75848,12069,418,88335
E13147,102449,15279,5707,123435
E13148,87503,5711,1030,94244
E13149,147026,5846,8558,161430
E13150,63145,1918,941,66004
E13151,74758,7009,3337,85104
E13152,97298,22852,4098,124248
E13153,72893,6635,3218,82746
E13154,97805,3177,1915,102897
E13155,71117,3538,3125,77780
E13156,91292,10514,4343,106149
E13157,64612,9754,6244,80610
E13158,163457,25131,11219,199807
E13159,213881,34356,37115,285352
E13160,168414,39895,7902,216211
E13161,117557,14568,6581,138706
E13162,151395,10403,22458,184256
E13163,69522,7193,2634,79349
E13164,98533,11267,4433,114233
E13165,225892,21020,43749,290661
E13166,104973,13129,8566,126668
E13167,67019,9383,2628,79030
E13168,162796,29201,20555,212552
E13169,91340,6023,1579,98942
E13170,83303,7513,3603,94419
E13171,64621,7479,1600,73700
E13172,79365,14740,3399,97504
E13173,140923,11005,27640,179568
E13174,175205,14292,16319,205816
E13175,169731,17585,9231,196547
E13176,146018,4940,11995,162953
E13177,76568,7535,2449,86552
E13178,210847,20500,36132,267479
E13179,108943,17074,17677,143694
E13180,129243,13183,5189,147615
E13181,171520,14811,32365,218696
E13182,155032,25715,5884,186631
E13183,82762,17370,207,100339
E13184,92197,9483,4266,105946
E13185,96725,8549,4129,109403
E13186,71018,3615,2584,77217
E13187,140416,27952,3179,171547
E13188,110313,13311,3571,127195
E13189,220092,21559,41698,283349
E13190,107773,7615,13410,128798
E13191,71283,12795,2281,86359
E13192,103920,12640,2862,119422
E13193,122420,17275,8097,147792
E13194,155135,16758,13604,185497
E13195,92030,11872,8485,112387
E13196,54109,1641,1219,56969
E13197,121633,16616,8143,146392
E13198,144886,21597,23105,189588
E13199,190467,14004,20922,225393
E13200,106854,13477,4635,124966
E13201,76222,5207,339,81768
E13202,88152,5310,861,94323
E13203,131696,10924,25997,168617
E13204,129837,10467,23458,163762
E13205,103217,8628,1788,113633
E13206,128900,9550,22498,160948
E13207,95563,8247,15741,119551
E13208,103919,11109,5027,120055
E13209,72408,7573,143,80124
E13210,68564,7037,1985,77586
E13211,162364,10884,25185,198433
E13212,97801,6366,4056,108223
E13213,197900,9622,33722,241244
E13214,102818,3378,1422,107618
E13215,93823,16492,7157,117472
E13216,156366,27751,26810,210927
E13217,156299,24260,19910,200469
E13218,168997,22772,21151,212920
E13219,115280,12658,6374,134312
E13220,136209,12557,4989,153755
E13221,110604,11766,9587,131957
E13222,145396,19399,18224,183019
E13223,173392,14940,12172,200504
E13224,107911,6791,20194,134896
E13225,133297,12062,23557,168916
E13226,46544,2498,984,50026
E13227,82045,11368,3207,96620
E13228,102603,18496,853,121952
E13229,130683,11805,25585,168073
E13230,64651,9260,275,74186
E13231,63391,3862,2795,70048
E13232,115071,15273,11488,141832
E13233,120101,17392,5187,142680
E13234,88523,3850,15206,107579
E13235,100433,3243,4589,108265
E13236,156136,19666,15021,190823
E13237,173128,28129,27373,228630
E13238,114614,13184,7978,135776
E13239,151797,20325,4306,176428
E13240,203337,26231,11699,241267
E13241,73657,4041,1452,79150
E13242,63660,6742,70,70472
E13243,60185,6890,859,67934
E13244,91811,4509,3412,99732
E13245,131090,13459,1994,146543
E13246,140888,13810,7753,162451
E13247,101713,16663,8303,126679
E13248,88996,5945,3597,98538
E13249,143595,21342,7765,172702
E13250,128391,12711,11154,152256
E13251,78419,9185,3125,90729
E13252,101500,9647,14529,125676
E13253,170509,14945,4017,189471
E13254,85488,9320,16379,111187
E13255,108188,26383,542,135113
E13256,140513,8435,22188,171136
E13257,82126,6447,3137,91710
E13258,208899,37433,40122,286454
E13259,73409,5182,3478,82069
E13260,100660,14754,4259,119673
E13261,144765,10238,12276,167279
E13262,68888,2536,1416,72840
E13263,74122,5623,3467,83212
E13264,186444,30330,29570,246344
E13265,120062,4050,22427,146539
E13266,144313,10057,11927,166297
E13267,95302,15461,2425,113188
E13268,85631,5293,106,91030
E13269,102093,18146,2624,122863
E13270,139134,16462,12145,167741
E13271,77171,16783,3365,97319
E13272,188118,19669,35285,243072
E13273,88089,5278,1799,95166
E13274,82528,7831,1923,92282
E13275,87281,3066,6858,97205
E13276,116958,4496,13587,135041
E13277,138316,7470,10158,155944
E13278,87036,4576,2689,94301
E13279,143562,15778,3058,162398
E13280,118250,13891,13509,145650
E13281,110521,12086,10917,133524
E13282,111929,10636,22292,144857
E13283,202796,24194,33669,260659
E13284,163981,29368,15550,208899
E13285,109543,4670,1089,115302
E13286,85821,5466,4759,96046
E13287,67929,4677,1421,74027
E13288,127953,19414,15239,162606
E13289,98021,12704,2591,113316
E13290,119379,18507,21509,159395
E13291,109597,11586,16171,137354
E13292,121479,6806,12997,141282
E13293,94586,9681,4044,108311
E13294,66850,4963,1377,73190
E13295,94763,8306,8325,111394
E13296,204740,22461,25459,252660
E13297,90719,9277,2882,102878
E13298,89226,5800,5920,100946
E13299,60242,2313,777,63332
E13300,96572,8445,14275,119292
E13301,83253,8869,1709,93831
E13302,48479,2034,323,50836
E13303,103630,13918,3351,120899
E13304,91119,11952,6983,110054
E13305,105348,15872,7879,129099
E13306,130787,21199,10159,162145
E13307,78990,2407,2850,84247
E13308,197264,22798,38303,258365
E13309,88813,13003,4310,106126
E13310,59418,5357,1289,66064
E13311,130005,14198,5052,149255
E13312,69121,2728,2549,74398
E13313,82502,6060,715,89277
E13314,178336,9791,29823,217950
E13315,163167,19397,28802,211366
E13316,91203,9141,172,100516
E13317,87561,3556,2295,93412
E13318,123816,7825,10817,142458
E13319,103635,4146,19692,127473
E13320,163804,25996,10258,200058
E13321,100235,7401,3302,110938
E13322,121907,17643,17961,157511
E13323,84857,6936,512,92305
E13324,106919,4965,4091,115975
E13325,187417,15237,16992,219646
E13326,131852,22022,9940,163814
E13327,153159,13667,13398,180224
E13328,69879,7074,1370,78323
E13329,179972,8501,17896,206369
E13330,98482,10513,2974,111969
E13331,115008,16029,8024,139061
E13332,106960,7051,2789,116800
E13333,172867,25210,12511,210588
E13334,166539,17882,24449,208870
E13335,90867,11073,3555,105495
E13336,108453,11294,2319,122066
E13337,102658,8305,10142,121105
E13338,115892,11983,10157,138032
E13339,164736,25391,6922,197049
E13340,80060,7586,875,88521
E13341,140263,6274,18961,165498
E13342,114140,20351,3079,137570
E13343,94265,13918,5505,113688
E13344,122453,7766,14482,144701
E13345,77642,4781,3859,86282
E13346,91867,7078,146,99091
E13347,151027,15921,13606,180554
E13348,145172,13691,27603,186466
E13349,79306,8744,2568,90618
E13350,61037,12082,1649,74768
E13351,132505,21224,9484,163213
E13352,59289,6609,2025,67923
E13353,151457,14353,12049,177859
E13354,94389,9164,3256,106809
E13355,176795,31528,10955,219278
E13356,188868,6819,31722,227409
E13357,109948,3578,1256,114782
E13358,103403,10469,4239,118111
E13359,112704,5461,12254,130419
E13360,95546,5614,3163,104323
E13361,80998,9162,10920,101080
E13362,96913,19621,7397,123931
E13363,78042,2417,2570,83029
E13364,87973,15334,6693,110000
E13365,67044,11235,2938,81217
E13366,92141,7195,3155,102491
E13367,61973,8003,2467,72443
E13368,90686,22045,2215,114946
E13369,157145,9061,30046,196252
E13370,168772,19410,4025,192207
E13371,138151,8575,22546,169272
E13372,99504,11888,7126,118518
E13373,111190,22940,5051,139181
E13374,78816,4596,1884,85296
E13375,84657,6083,15890,106630
E13376,127529,6850,22705,157084
E13377,76100,5762,1391,83253
E13378,120660,21084,13061,154805
E13379,214406,23362,17638,255406
E13380,82465,8533,1740,92738
E13381,74542,9903,2442,86887
E13382,102435,4407,2314,109156
E13383,145957,5576,23168,174701
E13384,104736,25868,8856,139460
E13385,189517,25972,18575,234064
E13386,104715,7988,15582,128285
E13387,67363,6809,1831,76003
E13388,94002,6917,485,101404
E13389,127302,18621,11897,157820
E13390,133647,16171,3982,153800
E13391,71740,8561,2883,83184
E13392,99350,10608,7549,117507
E13393,92015,8674,15684,116373
E13394,94919,16260,6769,117948
E13395,73779,9439,4536,87754
E13396,87221,7313,5062,99596
E13397,101484,7879,10190,119553
E13398,101576,6930,18422,126928
E13399,151830,35216,8697,195743
E13400,90215,5799,967,96981
E13401,148750,12619,24105,185474
E13402,164911,18838,16594,200343
E13403,69356,9476,2627,81459
E13404,72529,7577,2869,82975
E13405,87645,3431,1961,93037
E13406,225558,39853,18147,283558
E13407,158925,21488,23975,204388
E13408,105630,10450,9016,125096
E13409,139832,25892,7271,172995
E13410,177345,20601,15062,213008
E13411,82608,2812,101,85521
E13412,163835,12687,29528,206050
E13413,191457,8090,22434,221981
E13414,106624,17808,9708,134140
E13415,86107,7656,13406,107169
E13416,95367,6802,2357,104526
E13417,82646,20200,2888,105734
E13418,72642,6001,1130,79773
E13419,68716,16804,678,86198
E13420,170300,18978,12364,201642
E13421,68301,2179,3132,73612
E13422,99097,9459,7882,116438
E13423,101305,3692,4742,109739
E13424,146414,14130,24095,184639
E13425,101135,4762,10916,116813
E13426,80553,7905,3778,92236
E13427,94660,12661,6346,113667
E13428,83020,4110,3882,91012
E13429,123279,17425,10080,150784
E13430,101355,3145,1888,106388
E13431,133907,15195,6696,155798
E13432,68968,10929,1411,81308
E13433,90976,8864,3147,102987
E13434,117957,18763,10833,147553
E13435,62669,5194,2877,70740
E13436,77046,6287,3070,86403
E13437,115823,18660,4673,139156
E13438,148607,25984,7550,182141
E13439,51357,5929,850,58136
E13440,139950,11318,7830,159098
E13441,126044,30797,7118,163959
E13442,101594,11008,4524,117126
E13443,166363,14064,10931,191358
E13444,88484,9950,7131,105565
E13445,94471,11533,6230,112234
E13446,131315,21643,9852,162810
E13447,118885,5147,21877,145909
E13448,80652,6926,3795,91373
E13449,87554,4446,46,92046
E13450,84539,5414,15054,105007
E13451,67086,2043,609,69738
E13452,122792,21727,3983,148502
E13453,66112,2630,3004,71746
E13454,76767,7578,3612,87957
E13455,76088,10360,3931,90379
E13456,182343,29686,10791,222820
E13457,67780,5179,2758,75717
E13458,85169,10101,3604,98874
E13459,83728,7086,878,91692
E13460,88378,7554,4343,100275
E13461,139056,33112,11517,183685
E13462,236091,24979,27632,288702
E13463,78723,4933,1784,85440
E13464,82470,7410,1400,91280
E13465,136840,12878,22093,171811
E13466,162615,26175,11304,200094
E13467,72362,6025,2823,81210
E13468,84603,8286,2271,95160
E13469,133129,15859,7700,156688
E13470,129085,15221,23412,167718
E13471,182909,12856,21560,217325
E13472,109214,11807,17387,138408
E13473,65202,5678,820,71700
E13474,88062,8280,1133,97475
E13475,148525,16259,15569,180353
E13476,105951,5862,10762,122575
