employee_idx,attrition_probability,risk_tier,cluster,cluster_persona,base_salary,expected_attrition_cost
1137,0.028201398483401908,Low,3,Underpaid High Performer,96602.0,4086.467244440387
1138,0.1261799001015487,Low,3,Underpaid High Performer,80077.0,15156.161790647573
1139,0.5484179050178666,Medium,0,Disengaged Mid-Tenure,100105.0,82349.0615727203
1140,0.1046019011403586,Low,1,Stable Performer,193245.0,30320.691578802896
1141,0.09007466221122988,Low,1,Stable Performer,107169.0,14479.817211772943
1142,0.16633954477231042,Low,2,Burnt-Out Overachiever,122472.0,30557.905091031604
1143,0.03952868305540321,Low,1,Stable Performer,122342.0,7254.027213546209
1144,0.5948115577966919,Medium,0,Disengaged Mid-Tenure,88777.0,79208.37849977538
1145,0.041068579619474695,Low,1,Stable Performer,101299.0,6240.3090703097505
1146,0.04909067288171692,Low,1,Stable Performer,104109.0,7666.171294563999
1147,0.03472599139729186,Low,1,Stable Performer,138657.0,7222.502683761445
1148,0.48103679538643496,Medium,0,Disengaged Mid-Tenure,101468.0,73214.76233140618
1149,0.2707348500513503,Low,2,Burnt-Out Overachiever,81130.0,32947.07757699907
1150,0.6994064366932938,High,0,Disengaged Mid-Tenure,98386.0,103217.70252075962
1151,0.8252370576994416,High,0,Disengaged Mid-Tenure,148769.0,184154.53775533233
1152,0.2317307127611575,Low,0,Disengaged Mid-Tenure,119694.0,41605.16389985098
1153,0.04417379330809952,Low,1,Stable Performer,151302.0,10025.374912653111
1154,0.1712511590059053,Low,2,Burnt-Out Overachiever,76347.0,19611.768354935775
1155,0.09974562079827733,Low,1,Stable Performer,105638.0,15805.39183483263
1156,0.04175154216652913,Low,1,Stable Performer,143608.0,8993.783201176373
1157,0.24470019561601647,Low,1,Stable Performer,160641.0,58963.32618592875
1158,0.03908804170900414,Low,1,Stable Performer,210586.0,12347.091526998518
1159,0.04670118650877869,Low,1,Stable Performer,192822.0,13507.524277493587
1160,0.3849630283906167,Medium,2,Burnt-Out Overachiever,120642.0,69664.06450665116
1161,0.1225299019980111,Low,1,Stable Performer,97201.0,17865.043506163016
1162,0.6033533180698989,Medium,2,Burnt-Out Overachiever,130633.0,118226.78099913766
1163,0.0717413102366797,Low,1,Stable Performer,115482.0,12427.244983128368
1164,0.06030940622847291,Low,1,Stable Performer,105050.0,9503.254686451619
1165,0.041841556840284594,Low,1,Stable Performer,169277.0,10624.219825879283
1166,0.14740423106492181,Low,2,Burnt-Out Overachiever,115317.0,25497.320570570384
1167,0.5278859110486502,Medium,3,Underpaid High Performer,76786.0,60801.37134867249
1168,0.12239097116728247,Low,1,Stable Performer,141216.0,25925.34507653844
1169,0.4830120399772882,Medium,0,Disengaged Mid-Tenure,85943.0,62267.25562765212
1170,0.0471388267210184,Low,1,Stable Performer,177477.0,12549.086324949274
1171,0.3641988432848036,Medium,0,Disengaged Mid-Tenure,78757.0,43024.81245087192
1172,0.3206775369911607,Low,0,Disengaged Mid-Tenure,61729.0,29692.655521391036
1173,0.20233732444970726,Low,0,Disengaged Mid-Tenure,112967.0,34286.16079666512
1174,0.26138071165627247,Low,0,Disengaged Mid-Tenure,85911.0,33683.21747865304
1175,0.05812027038202316,Low,3,Underpaid High Performer,91046.0,7937.427205802521
1176,0.23913440448385745,Low,1,Stable Performer,165381.0,59322.43042191724
1177,0.1342714988219529,Low,1,Stable Performer,168003.0,33837.02192487683
1178,0.048867275356720474,Low,1,Stable Performer,97490.0,7146.106011790019
1179,0.027343801739180728,Low,3,Underpaid High Performer,81106.0,3326.619575786988
1180,0.35125748763244874,Medium,0,Disengaged Mid-Tenure,134357.0,70790.85339874937
1181,0.11102852943825119,Low,1,Stable Performer,148807.0,24782.733570176766
1182,0.04223662342075434,Low,1,Stable Performer,112178.0,7107.029913140071
1183,0.5398444936065089,Medium,0,Disengaged Mid-Tenure,49406.0,40007.33557668477
1184,0.5949605441459228,Medium,0,Disengaged Mid-Tenure,105178.0,93865.1401682698
1185,0.20247809115532417,Low,0,Disengaged Mid-Tenure,110251.0,33485.118041948466
1186,0.9139079500500211,High,2,Burnt-Out Overachiever,81072.0,111138.51798968296
1187,0.055578677351838204,Low,1,Stable Performer,105632.0,8806.33026904406
1188,0.7757543850022067,High,0,Disengaged Mid-Tenure,67541.0,78592.84037615107
1189,0.0805291874761807,Low,1,Stable Performer,92054.0,11119.550735898507
1190,0.09665620711747469,Low,1,Stable Performer,148758.0,21567.57608757195
1191,0.04014147873273201,Low,1,Stable Performer,105507.0,6352.810494981534
1192,0.11855700796719375,Low,1,Stable Performer,87754.0,15605.77751572968
1193,0.033783500585433744,Low,1,Stable Performer,83465.0,4229.609814544841
1194,0.06442968924740924,Low,1,Stable Performer,139680.0,13499.308491117185
1195,0.09204151410693567,Low,1,Stable Performer,82551.0,11397.17854656247
1196,0.24871792193112255,Low,1,Stable Performer,115114.0,42946.37229776886
1197,0.7590567439058966,High,0,Disengaged Mid-Tenure,126571.0,144111.85669936985
1198,0.04125779911305227,Low,1,Stable Performer,134719.0,8337.314158066933
1199,0.22566944043366735,Low,1,Stable Performer,166580.0,56388.02308116046
1200,0.05071085524582334,Low,1,Stable Performer,119016.0,9053.104721905365
1201,0.08597975379019968,Low,1,Stable Performer,134080.0,17292.248082284957
1202,0.05139726573933518,Low,1,Stable Performer,151926.0,11712.871492071356
1203,0.14675089001435362,Low,1,Stable Performer,169490.0,37309.21252279919
1204,0.019618817684629877,Low,3,Underpaid High Performer,106281.0,3127.661343510222
1205,0.046802101028324314,Low,1,Stable Performer,136283.0,9567.496101664683
1206,0.14895186429591473,Low,1,Stable Performer,89807.0,20065.38011523482
1207,0.8904562612666814,High,0,Disengaged Mid-Tenure,84623.0,113029.62029575558
1208,0.3838561049785388,Medium,0,Disengaged Mid-Tenure,85932.0,49478.284219523695
1209,0.5267727722030485,Medium,0,Disengaged Mid-Tenure,108173.0,85473.88663128055
1210,0.06576525779238634,Low,1,Stable Performer,77601.0,7655.174654920459
1211,0.12446572532059506,Low,1,Stable Performer,94216.0,17589.994165207776
1212,0.06779804596018833,Low,1,Stable Performer,95497.0,9711.764992590159
1213,0.06914245711839927,Low,1,Stable Performer,177738.0,18433.863064965073
1214,0.2913522498810342,Low,1,Stable Performer,104024.0,45461.43966243705
1215,0.26290946647242885,Low,0,Disengaged Mid-Tenure,74224.0,29271.288359174338
1216,0.10902997934435378,Low,1,Stable Performer,121917.0,19938.91198758837
1217,0.04874551692589721,Low,1,Stable Performer,106349.0,7776.055469328363
1218,0.02529673935295505,Low,1,Stable Performer,116173.0,4408.19715127627
1219,0.22659281098834796,Low,1,Stable Performer,77725.0,26417.88935110402
1220,0.5458918724238226,Medium,0,Disengaged Mid-Tenure,59555.0,48765.885693301134
1221,0.12503685494757016,Low,1,Stable Performer,195376.0,36643.800858354705
1222,0.05819963659127778,Low,1,Stable Performer,90025.0,7859.133426194674
1223,0.9556932517707089,High,0,Disengaged Mid-Tenure,69246.0,99266.90236817175
1224,0.1299818477700346,Low,1,Stable Performer,97427.0,18995.61222403674
1225,0.11816879996354726,Low,1,Stable Performer,104753.0,18567.8044538722
1226,0.289823129450614,Low,0,Disengaged Mid-Tenure,85612.0,37218.50663778895
1227,0.2918086248919017,Low,0,Disengaged Mid-Tenure,104572.0,45772.51728329391
1228,0.9481064098603417,High,0,Disengaged Mid-Tenure,58708.0,83492.14666512141
1229,0.1378553475985812,Low,1,Stable Performer,112377.0,23237.65559562864
1230,0.20948610765156245,Low,0,Disengaged Mid-Tenure,89970.0,28271.19765811661
1231,0.7248958716980761,High,0,Disengaged Mid-Tenure,104825.0,113980.81462612624
1232,0.08714511159787432,Low,2,Burnt-Out Overachiever,176759.0,23105.524171393
1233,0.07092296304309727,Low,1,Stable Performer,230555.0,24527.465616601934
1234,0.3643369234888431,Medium,0,Disengaged Mid-Tenure,78528.0,42915.974891597805
1235,0.11319226745183043,Low,0,Disengaged Mid-Tenure,63349.0,10755.925426209009
1236,0.07223828676956616,Low,1,Stable Performer,82795.0,8971.453429629346
1237,0.016309924691697248,Low,3,Underpaid High Performer,109548.0,2680.079445189075
1238,0.42262149967457885,Medium,0,Disengaged Mid-Tenure,83252.0,52776.12763636206
1239,0.04313517234495794,Low,1,Stable Performer,167253.0,10821.730470316874
1240,0.08128751965071725,Low,2,Burnt-Out Overachiever,125618.0,15316.763465225698
1241,0.6124651227187959,Medium,0,Disengaged Mid-Tenure,87377.0,80273.04754170035
1242,0.5521326637650554,Medium,0,Disengaged Mid-Tenure,89855.0,74417.82075391358
1243,0.2235134425791076,Low,1,Stable Performer,100379.0,33654.08377897237
1244,0.2858422289593016,Low,2,Burnt-Out Overachiever,81510.0,34948.50012370901
1245,0.06868947830233693,Low,1,Stable Performer,124080.0,12784.485701630949
1246,0.2727120219810631,Low,2,Burnt-Out Overachiever,85279.0,34884.91278378462
1247,0.05205320106846903,Low,1,Stable Performer,118156.0,9225.59703816904
1248,0.49457587597267916,Medium,0,Disengaged Mid-Tenure,95095.0,70547.53938843288
1249,0.07144345142591858,Low,1,Stable Performer,120189.0,12880.075475144593
1250,0.059795179214083775,Low,1,Stable Performer,167799.0,15050.356915416065
1251,0.060073463799819767,Low,3,Underpaid High Performer,92057.0,8295.274285530013
1252,0.046752329998176106,Low,1,Stable Performer,132822.0,9314.606962526621
1253,0.0517610600823599,Low,1,Stable Performer,148200.0,11506.483656308606
1254,0.0971623790473726,Low,0,Disengaged Mid-Tenure,70473.0,10270.986507908234
1255,0.04901846594198196,Low,1,Stable Performer,76769.0,5644.647917850019
1256,0.07757313981944655,Low,1,Stable Performer,165985.0,19313.966419396253
1257,0.10452099947304908,Low,3,Underpaid High Performer,87539.0,13724.495659306864
1258,0.040045644013453945,Low,1,Stable Performer,114200.0,6859.8188195046605
1259,0.026886052245499108,Low,1,Stable Performer,118555.0,4781.21388594772
1260,0.06526220386298498,Low,1,Stable Performer,163238.0,15979.907451278914
1261,0.10349101564455304,Low,1,Stable Performer,117245.0,18200.70619386843
1262,0.2225752467535145,Low,0,Disengaged Mid-Tenure,86845.0,28994.320956463453
1263,0.08301955852828988,Low,1,Stable Performer,80352.0,10006.181350297722
1264,0.06726191738010925,Low,1,Stable Performer,137408.0,13863.488315049079
1265,0.04638509847258918,Low,1,Stable Performer,213113.0,14827.901236183348
1266,0.08722173674579851,Low,1,Stable Performer,91750.0,12003.891519640521
1267,0.14628903090182402,Low,3,Underpaid High Performer,66381.0,14566.21824044097
1268,0.09781552441275203,Low,1,Stable Performer,214760.0,31510.29303432394
1269,0.24704747975005764,Low,1,Stable Performer,91421.0,33877.99146934503
1270,0.08133804889266893,Low,1,Stable Performer,104784.0,12784.389172754132
1271,0.04067947393552116,Low,1,Stable Performer,199557.0,12176.810670226194
1272,0.04885423431791932,Low,2,Burnt-Out Overachiever,119610.0,8765.182450149494
1273,0.036720904432962706,Low,1,Stable Performer,156210.0,8604.258722209657
1274,0.13356781345622387,Low,3,Underpaid High Performer,107759.0,21589.701015343842
1275,0.08178322898923181,Low,1,Stable Performer,157301.0,19296.87555485273
1276,0.10945765919712115,Low,1,Stable Performer,124825.0,20494.57846392097
1277,0.2375545766422683,Low,0,Disengaged Mid-Tenure,84442.0,30089.375341239633
1278,0.0454846025362998,Low,1,Stable Performer,134033.0,9144.656597621806
1279,0.04772714877925863,Low,3,Underpaid High Performer,62689.0,4487.950844734416
1280,0.061062716136936444,Low,1,Stable Performer,106183.0,9725.733581352484
1281,0.02660074298829595,Low,1,Stable Performer,92692.0,3698.514103606692
1282,0.6238732162603186,Medium,0,Disengaged Mid-Tenure,71658.0,67058.26039617286
1283,0.04386281979271051,Low,1,Stable Performer,186939.0,12299.507503844266
1284,0.06808865513101868,Low,1,Stable Performer,82961.0,8473.054377486662
1285,0.02478356188029411,Low,3,Underpaid High Performer,70259.0,2611.902411221376
1286,0.45692840455785916,Medium,0,Disengaged Mid-Tenure,116070.0,79553.51987554607
1287,0.9260293763107246,High,0,Disengaged Mid-Tenure,66871.0,92886.76563491169
1288,0.05726545735051209,Low,1,Stable Performer,144924.0,12448.708711598421
1289,0.1576143801244225,Low,1,Stable Performer,252625.0,59725.99916839835
1290,0.09197074740995251,Low,1,Stable Performer,85155.0,11747.653493541759
1291,0.04943275237351241,Low,1,Stable Performer,84639.0,6275.908092212576
1292,0.044997084818415224,Low,1,Stable Performer,101386.0,6843.111662099769
1293,0.06621288065556975,Low,1,Stable Performer,102016.0,10132.159849437905
1294,0.057150367068148,Low,1,Stable Performer,114837.0,9844.465054507367
1295,0.1298402563436428,Low,2,Burnt-Out Overachiever,184214.0,35877.589473131724
1296,0.03063855368541107,Low,1,Stable Performer,160061.0,7356.056312160872
1297,0.04902463564194514,Low,1,Stable Performer,118434.0,8709.275546427196
1298,0.054320059112834065,Low,1,Stable Performer,88685.0,7226.061663632534
1299,0.10653067532953303,Low,1,Stable Performer,101253.0,16179.825703711813
1300,0.9173346959587998,High,0,Disengaged Mid-Tenure,104441.0,143711.02947094952
1301,0.9134433662972099,High,0,Disengaged Mid-Tenure,62194.0,85216.04508523301
1302,0.21126738990935012,Low,1,Stable Performer,97048.0,30754.616483883918
1303,0.052814245371885365,Low,3,Underpaid High Performer,81690.0,6471.593556643973
1304,0.02804647502500795,Low,1,Stable Performer,127685.0,5371.67124535221
1305,0.09725712172836112,Low,1,Stable Performer,74210.0,10826.176505192518
1306,0.27616249848598406,Low,0,Disengaged Mid-Tenure,83256.0,34488.27746092364
1307,0.18637090201243572,Low,1,Stable Performer,95204.0,26614.883032787897
1308,0.25313145955388716,Low,1,Stable Performer,120475.0,45744.018884631834
1309,0.08840699860447764,Low,1,Stable Performer,104593.0,13870.129807557194
1310,0.2077209246301961,Low,1,Stable Performer,156431.0,48740.987941239306
1311,0.6618630524857,High,0,Disengaged Mid-Tenure,107649.0,106873.34360554967
1312,0.11497862693485268,Low,3,Underpaid High Performer,61973.0,10688.355670550438
1313,0.4206580751436749,Medium,0,Disengaged Mid-Tenure,116709.0,73641.87493791473
1314,0.06028700266425854,Low,1,Stable Performer,97394.0,8807.388506224195
1315,0.035798253401146084,Low,1,Stable Performer,117647.0,6317.33567682695
1316,0.2501378512566811,Low,3,Underpaid High Performer,57759.0,21671.568226101965
1317,0.17168608195727317,Low,1,Stable Performer,96279.0,24794.646427146454
1318,0.06645490277278962,Low,1,Stable Performer,168386.0,16785.11288744843
1319,0.10123329708458909,Low,1,Stable Performer,200961.0,30515.91692312416
1320,0.08506865253646746,Low,1,Stable Performer,79533.0,10148.6477132743
1321,0.5751064587071262,Medium,2,Burnt-Out Overachiever,131751.0,113656.27656168387
1322,0.07300720268632789,Low,1,Stable Performer,117845.0,12905.300700855465
1323,0.04822763962476825,Low,1,Stable Performer,160489.0,11610.008483609146
1324,0.6981943887198802,High,0,Disengaged Mid-Tenure,63686.0,66697.81176002143
1325,0.37327724365305986,Medium,1,Stable Performer,87523.0,49005.516294370136
1326,0.0602833655422808,Low,1,Stable Performer,157761.0,14265.546046973643
1327,0.5580284148494473,Medium,0,Disengaged Mid-Tenure,152967.0,128039.89880141312
1328,0.09731153601358662,Low,1,Stable Performer,97063.0,14168.024430130137
1329,0.10141885095703608,Low,3,Underpaid High Performer,72125.0,10972.251937914341
1330,0.03392599390788703,Low,1,Stable Performer,171319.0,8718.251025457947
1331,0.06900378812247146,Low,1,Stable Performer,88758.0,9186.957339261482
1332,0.4821390961815405,Medium,0,Disengaged Mid-Tenure,78559.0,56814.547885388456
1333,0.9000382797307241,High,0,Disengaged Mid-Tenure,51267.0,69213.39373043255
1334,0.6575501460052703,High,0,Disengaged Mid-Tenure,65354.0,64460.29836304265
1335,0.07445393225468526,Low,1,Stable Performer,104526.0,11673.557584279848
1336,0.06787618974806786,Low,1,Stable Performer,137115.0,13960.265635959488
1337,0.24980775120789825,Low,0,Disengaged Mid-Tenure,131077.0,49116.07590761652
1338,0.0918999162064866,Low,1,Stable Performer,189769.0,26159.632797883136
1339,0.45809018743928676,Medium,0,Disengaged Mid-Tenure,108754.0,74728.71036715829
1340,0.420014073530028,Medium,2,Burnt-Out Overachiever,88231.0,55587.392582441855
1341,0.30509216003640843,Low,2,Burnt-Out Overachiever,54573.0,24974.691674500376
1342,0.03930031707036529,Low,1,Stable Performer,125918.0,7422.925987299385
1343,0.08515729247513722,Low,1,Stable Performer,77635.0,9916.779601960916
1344,0.022671139305302616,Low,1,Stable Performer,74707.0,2540.539206121864
1345,0.12397017202266285,Low,1,Stable Performer,83619.0,15549.392721544567
1346,0.12011049762764935,Low,1,Stable Performer,139377.0,25110.961241773326
1347,0.22580976415123397,Low,2,Burnt-Out Overachiever,79471.0,26917.991650294072
1348,0.4001674341517323,Medium,0,Disengaged Mid-Tenure,96389.0,57857.608215676984
1349,0.03987927089761471,Low,1,Stable Performer,151655.0,9071.83624196664
1350,0.04897372212307635,Low,1,Stable Performer,115930.0,8516.285408592363
1351,0.2877581010385879,Low,2,Burnt-Out Overachiever,99935.0,43135.658740936924
1352,0.07573194560324657,Low,1,Stable Performer,83555.0,9491.674072318901
1353,0.14160982786689172,Low,2,Burnt-Out Overachiever,97845.0,20783.72041145403
1354,0.0216360849620729,Low,3,Underpaid High Performer,117481.0,3812.7433461439296
1355,0.12292573509800102,Low,1,Stable Performer,138191.0,25480.845388391786
1356,0.24039241125088498,Low,0,Disengaged Mid-Tenure,95462.0,34422.510544247976
1357,0.06866856724838258,Low,1,Stable Performer,76511.0,7880.851123111499
1358,0.3397715204075973,Low,0,Disengaged Mid-Tenure,68871.0,35100.606572987446
1359,0.6875540208616712,High,0,Disengaged Mid-Tenure,111184.0,114667.50938322608
1360,0.09964022548660278,Low,1,Stable Performer,101778.0,15211.774304363187
1361,0.6291273012000493,Medium,0,Disengaged Mid-Tenure,103516.0,97687.11256653647
1362,0.07682537276303057,Low,1,Stable Performer,177439.0,20447.72597654907
1363,0.08989133228837315,Low,1,Stable Performer,165795.0,22355.30015512624
1364,0.11642631179323619,Low,1,Stable Performer,81369.0,14210.238846455753
1365,0.3037216976801403,Low,1,Stable Performer,148398.0,67607.53873850619
1366,0.044968130791800676,Low,1,Stable Performer,118568.0,7997.671997583334
1367,0.2999079475853974,Low,0,Disengaged Mid-Tenure,80820.0,36357.84048577773
1368,0.2808109275424081,Low,1,Stable Performer,91097.0,38371.549599496124
1369,0.3624133537067458,Medium,0,Disengaged Mid-Tenure,99870.0,54291.33245203906
1370,0.4318651332171878,Medium,2,Burnt-Out Overachiever,83252.0,53930.45410589597
1371,0.057602397165432355,Low,1,Stable Performer,161440.0,13948.9964975811
1372,0.2242994488871217,Low,1,Stable Performer,100917.0,33953.44122501249
1373,0.08174884262039854,Low,3,Underpaid High Performer,95221.0,11676.309814735454
1374,0.1115711982543769,Low,2,Burnt-Out Overachiever,82540.0,13813.630055874404
1375,0.12187409748899387,Low,1,Stable Performer,211686.0,38698.56030158274
1376,0.25075873461130765,Low,0,Disengaged Mid-Tenure,79375.0,29855.96183965882
1377,0.0538878150068506,Low,3,Underpaid High Performer,67532.0,5458.727884563952
1378,0.3600396468711289,Medium,0,Disengaged Mid-Tenure,93112.0,50286.017399196826
1379,0.03899253806464838,Low,1,Stable Performer,87580.0,5122.449725552858
1380,0.1904508463016056,Low,2,Burnt-Out Overachiever,162818.0,46513.23883970223
1381,0.5548624742773997,Medium,0,Disengaged Mid-Tenure,94618.0,78749.9663867685
1382,0.5362624202322741,Medium,0,Disengaged Mid-Tenure,51458.0,41392.48743046854
1383,0.3543869023296105,Medium,0,Disengaged Mid-Tenure,79246.0,42125.61669301847
1384,0.7995382961459477,High,0,Disengaged Mid-Tenure,67535.0,80995.22824532488
1385,0.23813155492928026,Low,0,Disengaged Mid-Tenure,112480.0,40177.55594766817
1386,0.08414704761294595,Low,1,Stable Performer,121747.0,15366.975908599996
1387,0.05477620443847423,Low,1,Stable Performer,149292.0,12266.473669543042
1388,0.2818802362168384,Low,0,Disengaged Mid-Tenure,63696.0,26931.96528910161
1389,0.11032254135659758,Low,1,Stable Performer,72660.0,12024.05378245557
1390,0.5841910561554201,Medium,2,Burnt-Out Overachiever,77148.0,67603.75740041753
1391,0.04625755369014769,Low,1,Stable Performer,134340.0,9321.359644101662
1392,0.04346090578224028,Low,1,Stable Performer,147930.0,9643.757688550208
1393,0.6892154289776833,High,3,Underpaid High Performer,97393.0,100687.13741163527
1394,0.24971561183794178,Low,2,Burnt-Out Overachiever,66561.0,24931.981259317865
1395,0.04477529769345815,Low,2,Burnt-Out Overachiever,120004.0,8059.8222366086275
1396,0.24727589716493997,Low,1,Stable Performer,106104.0,39355.44268918319
1397,0.734026689487702,High,2,Burnt-Out Overachiever,92455.0,101796.65636487823
1398,0.03615965319551534,Low,1,Stable Performer,178204.0,9665.692257080424
1399,0.12586141298713155,Low,1,Stable Performer,88615.0,16729.813667781993
1400,0.061544754229661575,Low,1,Stable Performer,141835.0,13093.800324246075
1401,0.0766373346933482,Low,2,Burnt-Out Overachiever,125054.0,14375.707879112948
1402,0.06661145599799063,Low,1,Stable Performer,187090.0,18693.5059539961
1403,0.08428413575183634,Low,1,Stable Performer,97189.0,12287.236304377833
1404,0.18055587180058685,Low,1,Stable Performer,111729.0,30259.990500611653
1405,0.036390695490374,Low,3,Underpaid High Performer,112443.0,6137.818459536185
1406,0.04465567289252169,Low,1,Stable Performer,161715.0,10832.238212721217
1407,0.20724283070193117,Low,0,Disengaged Mid-Tenure,104604.0,32517.643594117213
1408,0.11549074741075525,Low,1,Stable Performer,78551.0,13607.870549793353
1409,0.37335903020949623,Medium,0,Disengaged Mid-Tenure,116511.0,65250.65095310792
1410,0.04515233495910819,Low,1,Stable Performer,178748.0,12106.334353906006
1411,0.10457206702138135,Low,1,Stable Performer,162437.0,25479.559276128184
1412,0.2509151481826075,Low,1,Stable Performer,91031.0,34261.58528131642
1413,0.05764258153544941,Low,1,Stable Performer,196711.0,17008.394784629683
1414,0.06323392596794354,Low,3,Underpaid High Performer,102532.0,9725.251346017782
1415,0.37348786951799734,Medium,0,Disengaged Mid-Tenure,72536.0,40636.97415503618
1416,0.05052301525256904,Low,1,Stable Performer,130685.0,9903.900372422977
1417,0.027449823066095738,Low,1,Stable Performer,182450.0,7512.330327613751
1418,0.08240671161503856,Low,1,Stable Performer,74965.0,9266.428704332047
1419,0.30941838886343814,Low,0,Disengaged Mid-Tenure,113687.0,52765.27256207654
1420,0.464770681402798,Medium,0,Disengaged Mid-Tenure,124118.0,86529.61115152872
1421,0.1820262029743272,Low,3,Underpaid High Performer,61234.0,16719.288769394927
1422,0.06552775260101469,Low,1,Stable Performer,147608.0,14508.630758895864
1423,0.04667631418053407,Low,1,Stable Performer,109565.0,7671.135544785323
1424,0.5033482046110535,Medium,0,Disengaged Mid-Tenure,68701.0,51870.78750747597
1425,0.21542551580705735,Low,0,Disengaged Mid-Tenure,82962.0,26808.19746357764
1426,0.07249793688006934,Low,1,Stable Performer,127804.0,13898.289487530572
1427,0.20990925462148285,Low,0,Disengaged Mid-Tenure,71655.0,22561.57145985353
1428,0.0836933124577672,Low,1,Stable Performer,139094.0,17461.856404501006
1429,0.307299200085417,Low,2,Burnt-Out Overachiever,97016.0,44719.40879323022
1430,0.09188103409586268,Low,1,Stable Performer,74647.0,10287.965328230792
1431,0.03608274773944292,Low,2,Burnt-Out Overachiever,96259.0,5209.933821976554
1432,0.20875713260402448,Low,3,Underpaid High Performer,62646.0,19616.698993667578
1433,0.054685972719948864,Low,1,Stable Performer,124350.0,10200.301061588461
1434,0.04136113975576305,Low,1,Stable Performer,181941.0,11287.930692454927
1435,0.2350071835983987,Low,2,Burnt-Out Overachiever,93823.0,33073.61848012884
1436,0.3016224827644504,Low,0,Disengaged Mid-Tenure,90855.0,41105.866007346216
1437,0.2952332927973332,Low,0,Disengaged Mid-Tenure,85826.0,38008.038881435874
1438,0.145986321938178,Low,1,Stable Performer,238632.0,52255.51196512694
1439,0.5977641462676389,Medium,0,Disengaged Mid-Tenure,84206.0,75502.99155091919
1440,0.8667084592676214,High,0,Disengaged Mid-Tenure,51074.0,66399.40177295175
1441,0.03394481466176485,Low,1,Stable Performer,131317.0,6686.296840408462
1442,0.12090005112756917,Low,1,Stable Performer,105429.0,19119.557235492735
1443,0.10800566833853464,Low,0,Disengaged Mid-Tenure,72086.0,11678.544911777413
1444,0.09403759498913887,Low,1,Stable Performer,187720.0,26479.105997041723
1445,0.14301622755770452,Low,1,Stable Performer,113375.0,24321.697199032125
1446,0.046351181032239834,Low,1,Stable Performer,106411.0,7398.41328723251
1447,0.06437524984923083,Low,1,Stable Performer,189813.0,18328.88894944808
1448,0.5863193252521105,Medium,0,Disengaged Mid-Tenure,51357.0,45167.40238045896
1449,0.3245278242689742,Low,0,Disengaged Mid-Tenure,77787.0,37866.06879961604
1450,0.02554953571314087,Low,3,Underpaid High Performer,130008.0,4982.466058491028
1451,0.10028547065035416,Low,1,Stable Performer,111510.0,16774.24924833149
1452,0.21402967046764398,Low,1,Stable Performer,112961.0,36265.5084085433
1453,0.054618476852827516,Low,1,Stable Performer,125421.0,10275.45597803772
1454,0.11243900012570049,Low,2,Burnt-Out Overachiever,87348.0,14731.98267446953
1455,0.6101151481805199,Medium,0,Disengaged Mid-Tenure,99989.0,91507.20532713301
1456,0.10221693391654553,Low,1,Stable Performer,73139.0,11214.066494583336
1457,0.02632707483057188,Low,1,Stable Performer,125098.0,4940.1966107323215
1458,0.11294653148642168,Low,1,Stable Performer,183305.0,31055.49593117779
1459,0.08629841149898008,Low,1,Stable Performer,114483.0,14819.551565456606
1460,0.20373664118176632,Low,1,Stable Performer,77349.0,23638.238188152663
1461,0.2397605519587913,Low,2,Burnt-Out Overachiever,91268.0,32823.69908426245
1462,0.04375619341028671,Low,1,Stable Performer,156958.0,10301.826907937673
1463,0.4635316855474499,Medium,0,Disengaged Mid-Tenure,112758.0,78400.35869843903
1464,0.9149371802813582,High,0,Disengaged Mid-Tenure,43015.0,59034.034214703934
1465,0.12006339060638813,Low,1,Stable Performer,148067.0,26666.139085374107
1466,0.7533821227531543,High,0,Disengaged Mid-Tenure,60922.0,68846.3185235515
1467,0.0327161819541455,Low,1,Stable Performer,110244.0,5410.144145029225
1468,0.3186562044389473,Low,1,Stable Performer,162298.0,77575.89700204841
1469,0.04240222773976125,Low,1,Stable Performer,87178.0,5544.81211484536
1470,0.22478807300295858,Low,1,Stable Performer,118135.0,39833.00850630677
1471,0.08648209278611109,Low,1,Stable Performer,89794.0,11648.35955945409
1472,0.2768703550419432,Low,1,Stable Performer,122111.0,50713.37388679008
1473,0.04999283961437497,Low,1,Stable Performer,112184.0,8412.595078948563
1474,0.7305706064822007,High,0,Disengaged Mid-Tenure,126634.0,138772.61727190053
1475,0.183297894187845,Low,1,Stable Performer,148734.0,40893.94349120241
1476,0.062134438628574026,Low,1,Stable Performer,88362.0,8235.484899147088
1477,0.02595775860884106,Low,1,Stable Performer,136646.0,5320.535824295543
1478,0.1464166107302678,Low,1,Stable Performer,163201.0,35843.00593168565
1479,0.5041473494690448,Medium,0,Disengaged Mid-Tenure,65633.0,49633.05448155273
1480,0.07827026396646486,Low,1,Stable Performer,227899.0,26756.57233154006
1481,0.09802151382135771,Low,2,Burnt-Out Overachiever,142756.0,20989.738840622613
1482,0.5727502393823729,Medium,2,Burnt-Out Overachiever,64187.0,55144.679422854555
1483,0.09288780408852365,Low,1,Stable Performer,89255.0,12436.051430881767
1484,0.07954344042769922,Low,1,Stable Performer,129100.0,15403.587238823953
1485,0.18123203394079876,Low,0,Disengaged Mid-Tenure,96891.0,26339.629500836898
1486,0.05822543537639305,Low,1,Stable Performer,113558.0,9917.945985708662
1487,0.03219455562804176,Low,1,Stable Performer,126753.0,6121.1347642817655
1488,0.454819449651294,Medium,0,Disengaged Mid-Tenure,66304.0,45234.523184519094
